CO_UNIDADE;CO_CNES;NU_CNPJ_MANTENEDORA;TP_PFPJ;NIVEL_DEP;NO_RAZAO_SOCIAL;NO_FANTASIA;NO_LOGRADOURO;NU_ENDERECO;NO_COMPLEMENTO;NO_BAIRRO;CO_CEP;CO_ATIVIDADE;CO_CLIENTELA;TP_UNIDADE;CO_MUNICIPIO_GESTOR;NU_LATITUDE;NU_LONGITUDE;CO_NATUREZA_JUR;CO_TIPO_UNIDADE;CO_TIPO_ESTABELECIMENTO;CO_ATIVIDADE_PRINCIPAL;STAFF_ACS_ENDEMIAS;STAFF_ADMIN_GESTAO_APOIO;STAFF_DIAG_LAB_IMAGEM;STAFF_ENFERMAGEM;STAFF_FARMACIA;STAFF_MEDICOS;STAFF_ODONTOLOGIA;STAFF_OUTROS;STAFF_OUTROS_SUPERIOR_SAUDE;STAFF_SERVICOS_GERAIS;STAFF_TRANSPORTE_URGENCIA
4,31491E+12;5527422;;1;1;MARIA ESTER WEYNE GUTIERREZ CARVALHO;MARIA ESTER WEYNE GUTIERREZ CARVALHO;RUA MOSTARDEIRO;157;1206;MOINHOS DE VENTO;90550120;4;1.0;22;431490;-30.03;-51.21;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3149E+12;3622037;;3;1;ASSOCIACAO EDUCADORA SAO CARLOS AESC;UNIDADE DE RADIOTERAPIA MAE DE DEUS;RUA ORFANATROFIO;299;;ALTO TERESOPOLIS;90840440;4;3.0;4;431490;-30.08;-51.22;3999;;Ambulatório;1.0;0;19;12;14;0;8;0;3;0;2;0
4,3149E+12;2237156;8,79347E+13;3;3;HOSPITAL DA BRIGADA MILITAR DE PORTO ALEGRE;HBMPA;RUA DR CASTRO DE MENEZES;155;;CRISTAL;91900590;4;3.0;5;431490;-30.1;-51.25;1236;;Ambulatório;1.0;0;163;10;93;2;49;1;17;6;0;0
4,3149E+12;3565602;;3;1;KUPLICH KUPLICH LTDA;KUPLICH KUPLICH LTDA;RUA CARLOS SILVEIRA MARTINS PACHECO;10;CONJUNTO 606;CRISTO REDENTOR;91350200;4;1.0;22;431490;-30.01;-51.16;2062;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3149E+12;3616967;;1;1;MARLENE HASS;MARLENE HASS;RUA RAMIRO BARCELOS;1793;CONJUNTO 804;BOM FIM;90035006;4;3.0;22;431490;-30.03;-51.21;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;6195377;;1;1;BRENO KNIJNIK TESSLER;BRENO KNIJNIK TESSLER;RUA COSTA;30;801;MENINO DEUS;90110270;4;1.0;22;431490;-30.03;-51.23;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;6217087;;1;1;DENISE MAIRESSE;DENISE MAIRESSE;RUA FRANCISCO FERRER;477;;RIO BRANCO;90420140;4;1.0;22;431490;-30.04;-51.2;4000;;Ambulatório;1.0;0;0;0;0;0;0;0;0;1;0;0
4,31491E+12;6218962;;1;1;JOAO BOSCO CARVALHO DOS SANTOS;JOAO BOSCO CARVALHO DOS SANTOS;AV INDEPENDENCIA;925;SALA 1002;INDEPENDENCIA;90035076;4;1.0;22;431490;-30.02;-51.2;4000;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,31491E+12;6219349;;3;1;UNI UNIDADE DE ODONTOLOGIA E MEDICINA INTEGRADA LTDA;BELLCLIN;TRAVESSA FRANCISCO LEONARDO TRUDA;40;54 151;CENTRO;90010904;4;1.0;36;431490;-30.03;-51.23;2062;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;6220312;;1;1;FLAVIO MERINO DE FREITAS XAVIER;FLAVIO MERINO DE FREITAS XAVIER;RUA PADRE CHAGAS;66;604;MOINHOS DE VENTO;90570080;4;1.0;22;431490;-30.02;-51.2;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;6220576;;1;1;CRISTINA CORREA;CRISTINA CORREA;AV ASSIS BRASIL;115;311;PASSO DAREIA;91010004;4;1.0;22;431490;-30.02;-51.17;4000;;Ambulatório;1.0;0;0;0;0;0;0;0;0;1;0;0
4,31491E+12;6221963;;1;1;RICARDO MEDEIROS PIANTA;RICARDO MEDEIROS PIANTA;AV IPIRANGA;6690;615;JD BOTANICO;90610000;4;1.0;22;431490;-30.05;-51.19;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;6203302;;3;1;CLINICA INTEGRADA DE ODONTOLOGIA LTDA;CLINICA INTEGRADA DE ODONTOLOGIA LTDA;AV CARLOS GOMES;141;809;PETROPOLIS;90480003;4;1.0;36;431490;-30.04;-51.18;2232;;Ambulatório;1.0;0;0;0;0;0;0;2;0;0;0;0
4,31491E+12;6204384;;1;1;NATASHA COLNAGHI SANSON;NATASHA COLNAGHI SANSON;AV JOAO WALLIG;660;604;PASSO DA AREIA;91030420;4;1.0;22;431490;-30.02;-51.17;4000;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,31491E+12;6207308;;1;1;LUIZ FOSSATI FRITSCH;LUIZ FOSSATI FRITSCH;RUA COSTA;30;504;MENINO DEUS;90110270;4;1.0;22;431490;-30.05;-51.23;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;6207332;;1;1;DENIS KNIJNIK I;DENIS KNIJNIK I;RUA COSTA;30;705;MENINO DEUS;90110270;4;1.0;22;431490;-30.06;-51.22;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;6213561;;1;1;JULIANA LAMPERT BERWANGER;JULIANA LAMPERT BERWANGER;RUA DR FLORENCIO YGARTUA;270;802;MINHOS DE VENTO;90430010;4;1.0;22;431490;-30.02;-51.21;4000;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,31491E+12;6216501;;1;1;ANELISE CARUSO LEMOS;ANELISE CARUSO LEMOS;RUA URUGUAI;335;85 E 86;CENTRO;90010140;4;1.0;22;431490;-30.03;-51.23;4000;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,3149E+12;3760138;;1;1;FABIOLA CORREA ABLA;FABIOLA CORREA ALBA;FELIPE NERI;447;701;AUXILIADORA;90440150;4;3.0;22;431490;-30.02;-51.19;4000;;Ambulatório;1.0;0;0;0;0;0;0;0;0;1;0;0
4,3149E+12;3765644;;1;1;FERNANDA VIDAL ALVES;FERNANDA VIDAL ALVES;WASHINGTON LUIZ;500;401;CENTRO;90010460;4;3.0;22;431490;-30.03;-51.23;4000;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,3149E+12;3731871;;1;1;MARISA TESTA DE OLIVEIRA;MARISA TESTA DE OLIVEIRA;FELIPE CAMARAO;751;807;BOM FIM;90035141;4;3.0;22;431490;-30.03;-51.21;4000;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,3149E+12;3765245;;1;1;YORITO KISAKI;YORITO KISAKI;LEOPOLDO BIER;825;202;AZENHA;90620100;4;3.0;22;431490;-30.05;-51.22;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3149E+12;3747239;;3;1;FALCAO CARDON MEDICOS ASSOCIADOS S C LTDA;FALCAO CARDON MEDICOS ASSOCIADOS S C LTDA;RUA DOS ANDRADAS;1781;CONJUNTO 503;CENTRO;90020013;4;1.0;36;431490;-30.03;-51.23;2240;;Ambulatório;1.0;0;0;0;0;0;2;0;0;0;0;0
4,31491E+12;5506352;;3;1;C J SERVICOS MEDICOS SOCIEDADE SIMPLES LTDA;C J SERVICOS MEDICOS SOCIEDADE SIMPLES LTDA;RUA MARQUES DO POMBAL;783;CJ 406;MOINHOS DE VENTO;90540001;4;1.0;36;431490;-30.02;-51.2;2240;;Ambulatório;1.0;0;0;0;0;0;2;0;0;0;0;0
4,31491E+12;6191592;;3;1;CLINICA DE OLHOS LUPCHINSKI SOCIEDADE SIMPLES LTDA;CLINICA DE OLHOS LUPCHINSKI SOCIEDADE SIMPLES LTDA;RUA DOS ANDRADAS;1781;505;CENTRO;90020013;4;1.0;36;431490;-30.03;-51.23;2240;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;6194818;;1;1;ANA LUCIA BITTENCOURT FAGUNDES;ANA LUCIA BITTENCOURT FAGUNDES;RUA CEL CORTE REAL;866;;PETROPOLIS;90630080;4;1.0;22;431490;-30.03;-51.23;4000;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,31491E+12;6195385;;1;1;ROBERTO FIOLIC ALVAREZ;ROBERTO FIOLIC ALVAREZ;RUA COSTA;30;801;MENINO DEUS;90110270;4;1.0;22;431490;-30.06;-51.23;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3149E+12;3848795;;1;1;AUGUSTO CESAR FONTOURA BOPP;AUGUSTO CESAR FONTOURA BOPP;ANDRADAS;1742;701;CENTRO;90020012;4;3.0;22;431490;-30.03;-51.23;4000;;Ambulatório;1.0;0;0;0;0;0;2;0;0;0;0;0
4,3149E+12;3831388;;3;1;HUNING OFTALMOLOGIA E PESQUISA LTDA;CLINICA HUNING;RUA MARIANTE;257;304;RIO BRANCO;90430181;4;3.0;36;431490;-30.03;-51.2;2062;;Ambulatório;1.0;0;0;0;0;0;5;0;0;0;0;0
4,3149E+12;3853403;;1;1;ZAIRA CAUDURO MAINARDI;ZAIRA CAUDURO MAINARDI;BRASILIANO INDIO DE MORAES;39;11;PASSO DAREIA;91030000;4;3.0;22;431490;-30.02;-51.17;4000;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,3149E+12;3853691;;1;1;MARIA LUCIA SANTAFE AGUIAR;MARIA LUCIA SANTAFE AGUIAR;VINTE QUATRO DE OUTUBRO;838;607;MOINHOS DE VENTO;90510000;4;3.0;22;431490;-30.02;-51.2;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3149E+12;3853853;;1;1;CRISTIANE ALMEIDA SOARES CATTANI;CRISTIANE ALMEIDA SOARES CATTANI;RUA DOS ANDRADAS;1781;S 1504;CENTRO;90020013;4;3.0;22;431490;-30.03;-51.23;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3149E+12;3825442;;1;1;ROSANE PENNA RODRIGUES;ROSANE PENNA RODRIGUES;AVENIDA GOETHE;71;411;INDEPENDENCIA;90430100;4;3.0;22;431490;-30.03;-51.21;4000;;Ambulatório;1.0;0;0;0;0;0;0;0;0;1;0;0
4,3149E+12;3843688;;3;1;VISAO CLINICA E CIRURGIA DE OLHOS;CLINICA VISAO;CORONEL BORDINI;414;;MOINHOS DE VENTO;90440002;4;3.0;36;431490;-30.03;-51.21;2062;;Ambulatório;1.0;0;0;0;0;0;39;0;0;0;0;0
4,3149E+12;3845834;;3;1;APOIO TERAPIA DE FAMILIA E CASAL ASSESSORIA EM SOCIAL;APOIO TERAPIA DE FAMILIA E CASAL ASSESSORIA EM SOCIAL;RUA MOSTARDEIRO;157;S 502;MOINHOS DE VENTO;90430001;4;1.0;36;431490;-30.03;-51.23;2240;;Ambulatório;1.0;0;0;0;0;0;0;0;1;0;0;0
4,3149E+12;3845842;;3;1;RUTHNER GALIA ORTOPEDIA E TRAUMATOLOGIA S S LTDA;RUTHNER GALIA ORTOPEDIA E TRAUMATOLOGIA S S LTDA;RUA MARQUES DO POMBAL;250;501 502;FLORESTA;90540000;4;3.0;36;431490;-30.02;-51.21;2062;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3149E+12;3752887;;1;1;DORIS ZUCATTI SEVERINO;DORIS ZUCATTI SEVERINO;RUA COSTA;30;CJ 503;MENINO DEUS;90110270;4;1.0;22;431490;-30.05;-51.23;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3149E+12;3769623;;1;1;DANIELA BENITES ROSITO;DANIELA BENITES ROSITO;MARIANTE;385;;RIO BRANCO;90430181;4;3.0;22;431490;-30.04;-51.2;4000;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,3149E+12;3772500;;1;1;SHEILA MARIA ANTONIUK SEUS;SHEILA MARIA ANTONIUK SEUS;AV PROTASIO ALVES;3149;301;BOA VISTA;90410001;4;3.0;22;431490;-30.02;-51.17;4000;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,3149E+12;3773191;;1;1;ERNANI SIEGMANN DUVELIUS;ERNANI SIEGMANN DUVELIUS;RUA SILVA JARDIM;311;06;AUXILIADORA;90450071;4;3.0;22;431490;-30.02;-51.19;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3149E+12;3773914;;1;1;ANTONIO CARLOS HESTON;ANTONIO CARLOS HESTON;PCA DOM FELICIANO;78;701;CENTRO;90040130;4;3.0;22;431490;-30.03;-51.23;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3149E+12;3781534;;1;1;CLOVIS ALTAIR DIEHL;CLOVIS ALTAIR DIEHL;AVENIDA ASSIS BRASIL;1631;401;PASSO DA AREIA;91010005;4;3.0;22;431490;-30.02;-51.17;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;7325525;;3;1;SOCICARD SERVICOS CIRURGICOS CARDIOVASCULARES S S;SOCICARD SERVICOS CIRURGICOS CARDIOVASCULARES S S;AV PRINCESA ISABEL;370;;SANTANA;90620000;4;1.0;22;431490;-30.05;-51.2;2232;;Ambulatório;1.0;0;0;0;0;0;12;0;0;0;0;0
4,31491E+12;7326904;;1;1;TIAGO CAMARGO RODRIGUES;TIAGO CAMARGO RODRIGUES;RUA BENTO FIGUEIREDO;71;202;RIO BRANCO;90035130;4;1.0;22;431490;-30.04;-51.2;4000;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,31491E+12;7326912;;1;1;LETICIA DAUD SOUZA;LETICIA DAUD SOUZA;RUA CORCOVADO;137;4;AUXILIADORA;90540100;4;1.0;22;431490;-30.02;-51.19;4000;;Ambulatório;1.0;0;0;0;0;0;0;0;0;2;0;0
4,3149E+12;3750647;;3;1;AS ASSISTENCIA ODONTOLOGICA LTDA;ODONTOSUL;AV CAVALHADA;3918;SALA 201;CAVALHADA;91740000;4;3.0;36;431490;-30.11;-51.23;2062;;Ambulatório;1.0;0;0;0;0;0;0;4;1;0;0;0
4,3149E+12;3809412;;3;1;MULLER KIST E NUNES SERVICOS MEDICOS LTDA;MULLER KIST E NUNES SERVICOS MEDICOS LTDA;FRANCISCO PETUCO;45;804 B1;BOA VISTA;90520620;4;3.0;36;431490;-30.02;-51.18;2062;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3149E+12;3813029;;1;1;EDUARDO MORGA DA TRINDADE;EDUARDO MORGA DA TRINDADE;RUA SANTANA;1253;302;SANTANA;90040373;4;3.0;22;431490;-30.05;-51.21;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3149E+12;3822761;;1;1;YARA CASTAN;YARA CASTAN;RUA SALDANHA MARINHO;33;CONJUNTO 703;MENINO DEUS;90160240;4;3.0;22;431490;-30.05;-51.23;4000;;Ambulatório;1.0;0;0;0;0;0;0;0;0;1;0;0
4,3149E+12;3824470;;1;1;REJANE MARIA SCHOMMER HATJE;REJANE MARIA SCHOMMER HATJE;RUA TEIXEIRA DE FREITAS;96;;SANTO ANTONIO;90640220;4;3.0;22;431490;-30.06;-51.2;4000;;Ambulatório;1.0;0;0;0;0;0;0;2;0;0;0;0
4,3149E+12;3824594;;1;1;MARCELO WAINBERG JEFFMAN;MARCELO WAINBERG JEFFMAN;RUA RAMIRO BARCELOS;910;CONJ B;MOINHOS DE VENTO;90035000;4;3.0;22;431490;-30.02;-51.21;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3149E+12;3824659;;1;1;RICARDO ANDRE ZORDAN;RICARDO ANDRE ZORDAN;PRACA JULIO DE CASTILHOS;20;301;MOINHOS DE VENTO;90430020;4;3.0;22;431490;-30.02;-51.21;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3149E+12;3824748;;1;1;BARBARA AGRA LOUZADA;BARBARA AGRA LOUZADA;RUA MARECHAL FLORIANO PEIXOTO;13;CJ 13;CENTRO;90020061;4;3.0;22;431490;-30.03;-51.23;4000;;Ambulatório;1.0;0;0;0;0;0;2;0;0;0;0;0
4,3149E+12;3801144;;1;1;ALEXANDRE TADEU ROCHA DA SILVA;ALEXANDRE TADEU ROCHA DA SILVA;ANTENOR LEMOS;57;CJ 809;MENINO DEUS;90850180;4;3.0;22;431490;-30.03;-51.23;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3149E+12;3834182;;1;1;VERA LUCIA BARRETO GORELIK;VERA LUCIA BARRETO GORELIK;RUA RAMIRO BARCELOS;1793;S 603;BOM FIM;90035006;4;3.0;22;431490;-30.03;-51.21;4000;;Ambulatório;1.0;0;0;0;0;0;0;0;0;1;0;0
4,3149E+12;3834263;;1;1;HELENA CENTENO HINTZ;HELENA CENTENO HINTZ;RUA TOBIAS DA SILVA;137;CJ 404;MOINHOS DE VENTO;90570020;4;3.0;22;431490;-30.02;-51.21;4000;;Ambulatório;1.0;0;0;0;0;0;0;0;0;1;0;0
4,3149E+12;3834948;;1;1;CLARISSA WEINSTEIN NESTROVSKI;CLARISSA WEINSTEIN NESTROVSKI;RUA MOSTARDEIRO;157;707;MOINHOS DE VENTO;90430001;4;3.0;22;431490;-30.02;-51.21;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3149E+12;3838110;;1;1;ALINE TESSARI DE ABREU;ALINE TESSARI DE ABREU;RUA FELIX DA CUNHA;737;402;FLORESTA;90570001;4;3.0;22;431490;-30.02;-51.2;4000;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,31491E+12;6272193;;1;1;CRISTIANE BARBOSA FONTURA;CRISTIANE BARBOSA FONTURA;RUA FELIPE CAMARAO;751;504;BOM FIM;90035141;4;1.0;22;431490;-30.03;-51.21;4000;;Ambulatório;1.0;0;0;0;0;0;0;0;0;1;0;0
4,31491E+12;6272460;;3;1;PASQUALI PIMENTEL CLINICA ODONTOLOGICA SOCIEDADE SIMPLES LT;CLINICA ODONTOLOGICA;AVENIDA OSVALDO ARANHA;440;AND 7 N 703;BOM FIM;90035191;4;1.0;36;431490;-30.03;-51.21;2240;;Ambulatório;1.0;0;0;0;0;0;0;2;0;0;0;0
4,31491E+12;6273203;;1;1;RENATA LISBOA MACHADO;RENATA LISBOA MACHADO;RUA DR FLORENCIO YGARTUA;69;303;MOINHOS DE VENTO;90430010;4;1.0;22;431490;-30.02;-51.21;4000;;Ambulatório;1.0;0;0;0;0;0;0;0;0;1;0;0
4,31491E+12;6274161;;1;1;JOAO ALFREDO ZORRER DA SILVA;JOAO ALFREDO ZORRER DA SILVA;RUA MARIANTE;288;803;RIO BRANCO;90430180;4;1.0;22;431490;-30.04;-51.2;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;6275087;;3;1;TRAUMATOLOGIA TRES FIGUEIRAS SOCIEDADE SIMPLES LTDA;TRAUMATOLOGIA TRES FIGUEIRAS SOCIEDADE SIMPLES LTDA;AV SOLEDADE;569;SALAS 803 E 804;PETROPOLIS;90470340;4;1.0;22;431490;-30.04;-51.19;2062;;Ambulatório;1.0;0;0;0;0;0;15;0;0;0;0;0
4,31491E+12;6275672;;1;1;SAMUAR ALBANO SEIBEL;SAMUAR ALBANO SEIBEL;RUA JOSE DE ALENCAR;521;404;MENINO DEUS;90880481;4;1.0;22;431490;-30.06;-51.22;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;6277195;;1;1;GIOVANNI PEDRUZZI;GIOVANNI PEDRUZZI;AV CRISTOVAO COLOMBO;2937;701;HIGIENOPOLIS;90560005;4;1.0;22;431490;-30.01;-51.18;4000;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,31491E+12;6278353;;3;1;CENTRO DE MEDICINA REPRODUTIVA DR CARLOS ISAIA FILHO LTDA;TROCAR SERVICO DE VIDEOLAPAROSCOPIA;RUA HILARIO RIBEIRO;202;CONJ 304;MOINHOS DE VENTO;90510040;4;1.0;36;431490;-30.02;-51.21;2240;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;6279341;;3;1;ECOLAB SERV DE ECOCARDIOG CARDIOL E CLINICA MEDICA S S LTDA;ECOLAB;AV ASSIS BRASIL;1631;CONJ 203;PASSO D AREIA;91010005;4;1.0;36;431490;-30.02;-51.17;2232;;Ambulatório;1.0;0;0;0;0;0;2;0;0;0;0;0
4,31491E+12;6286054;;1;1;JOCINARA SILVA DE SOUZA;JOCINARA SILVA DE SOUZA;RUA MIGUEL TEIXEIRA;235;;CIDADE BAIXA;90050250;4;1.0;22;431490;-30.04;-51.22;4000;;Ambulatório;1.0;0;0;0;0;0;0;0;0;1;0;0
4,31491E+12;6287786;;1;1;CAROLINA BRATZ ELY;CAROLINA BRATZ ELY;RUA DONA LAURA;354;506;MOINHOS DE VENTO;90430090;4;1.0;22;431490;-30.02;-51.21;4000;;Ambulatório;1.0;0;0;0;0;0;0;0;0;0;0;0
4,31491E+12;6289568;;1;1;VERA MARIA KOLBE;VERA MARIA KOLBE;RUA PADRE CHAGAS;140;201;MINHOS DE VENTO;90570080;4;1.0;22;431490;-30.02;-51.21;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;1;0;0
4,31491E+12;6293263;;3;1;MOINHOS CLINICA DE FISIOTERAPIA LTDA;VIA FISIO;MOSTARDEIROS;157;SALA 04;INDEPENDENCIA;90430001;4;1.0;36;431490;-30.03;-51.21;2062;;Ambulatório;1.0;0;0;0;0;0;0;0;0;3;0;0
4,31491E+12;6302890;;1;1;RICARDO VALLI CUNHA;RICARDO VALLI CUNHA;AV SOLEDADE;569;912;PETROPOLIS;90470340;4;1.0;22;431490;-30.04;-51.18;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3149E+12;3428435;;3;1;CLINICA MEDICA BRAGA E COSTA SOCIEDADE SIMPLES;CLINICA MEDICA BRAGA E COSTA;AV OSVALDO ARANHA;1022;918;BOMFIM;90035191;4;1.0;36;431490;-30.03;-51.21;2232;;Ambulatório;1.0;0;0;0;0;0;2;0;0;0;0;0
4,3149E+12;3444481;;3;1;DERMOSERV SERVICO MEDICO ESPECIALIZADO LTDA;DERMOSERV SERVICO MEDICO ESPECIALIZADO LTDA;RUA QUINTINO BOCAIUVA;1035;;MOINHOS DE VENTO;90001970;4;1.0;36;431490;-30.03;-51.21;2240;;Ambulatório;1.0;0;0;0;0;0;3;0;0;0;0;0
4,3149E+12;3442888;;1;1;LEONARDO CAUDURO MAINARDI;LEONARDO CAUDURO MAINARDI;BRASILIANO INDIO DE MORAES;39;11;PASSO DA AREIA;91030001;4;3.0;22;431490;-30.01;-51.17;4000;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,3149E+12;3434389;;1;1;RICARDO RODRIGUES ALVES;RICARDO RODRIGUES ALVES;JERONIMO COELHO;75;602;CENTRO;90010241;4;3.0;22;431490;-30.03;-51.23;4000;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,3149E+12;3444384;;1;1;VIRGINIA BAINY DORNELLES;VIRGINIA BAINY DORNELLES;ALMIRANTE DELAMARE;247;CONJUNTO 403;TRISTEZA;91920470;4;3.0;22;431490;-30.11;-51.25;4000;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,3149E+12;2263947;;1;1;PEDRO SALDANHA BASTOS;PEDRO SALDANHA BASTOS;RUA GUAIBA;95;;LOMBA DO PINHEIRO;91750000;4;3.0;22;431490;-30.11;-51.11;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3149E+12;2264005;;1;1;ROSEMARIE GOMES TEIXEIRA;ROSEMARIE GOMES TEIXEIRA;RUA DOS ANDRADAS;1137;SALA 415;CENTRO;90020007;4;2.0;22;431490;-30.03;-51.23;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3149E+12;2264080;;3;1;CLINICA NEUROLOGICA E NEUROCIRURGICA;CLINICA NEUROLOGICA E NEUROCIRURGICA;R GIORDANO BRUNO;122;;RIO BRANCO;90420150;4;2.0;36;431490;-30.03;-51.2;2240;;Ambulatório;1.0;0;0;0;1;0;1;0;0;0;0;0
4,3149E+12;2264110;;3;1;LABORATORIO LAFONT LTDA;LABORATORIO LAFONT;AV PRESIDENTE ROOSEVELT;1403;;SAO GERALDO;90230002;4;3.0;39;431490;-30.01;-51.21;2240;;Unidade de Apoio Diagnóstico;2.0;0;0;0;0;2;0;0;0;5;0;0
4,3149E+12;2778726;;3;1;LABORATORIO VITA LTDA;LABORATORIO VITA LTDA;RUA ENGENHEIRO LUDOLFO BOEHL;207;SALA 9;TERESOPOLIS;90870001;4;3.0;39;431490;-30.08;-51.21;2062;;Unidade de Apoio Diagnóstico;2.0;0;1;1;0;0;0;0;0;1;0;0
4,31491E+12;5878632;9,29636E+13;3;3;PREFEITURA MUNICIPAL DE PORTO ALEGRE;UNIDADE DE SAUDE PANORAMA;RUA ROMULO PINHEIRO DA SILVA;S/N;PARADA 16;LOMBA DO PINHEIRO;91560000;3;3.0;2;431490;-30.12;-51.11;1244;;Unidade Básica de Saúde;12.0;1;3;0;14;2;6;4;2;0;0;0
4,31491E+12;5881455;;1;1;LUCIANA MENEZES DE AZEVEDO;LUCIANA MENEZES DE AZEVEDO;AV JOSE BONIFACIO;741;202;BOM FIM;90040130;4;1.0;22;431490;-30.03;-51.21;4000;;Ambulatório;1.0;0;0;0;0;0;0;0;0;1;0;0
4,31491E+12;5886376;;1;1;VANESSA NIEMIEC TEIXEIRA TONIETTO;VANESSA NIEMIEC TEIXEIRA TONIETTO;AV SENADOR TARSO DUTRA;565;1410;PETROPOLIS;90690140;4;1.0;22;431490;-30.04;-51.19;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;5886996;;1;1;MARCIA ZOTTIS CONTE;MARCIA ZOTTIS CONTE;RUA ANCHIETA;241;;TERESOPOLIS;90870010;4;1.0;22;431490;-30.08;-51.21;4000;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,31491E+12;5891140;;1;1;CESAR AUGUSTO MASCHIO;CESAR AUGUSTO MASCHIO;AV ASSIS BRASIL;6203;211;SARANDI;90040000;4;1.0;22;431490;-30.0;-51.12;4000;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,31491E+12;5896193;;3;1;CENTRO MEDICO HOSPITALAR DE OLHOS SOCIEDADE SIMPLES LTDA;OFTALMOCENTRO;AV DR NILO PECANHA;724;401 402;PETROPOLIS;90470000;4;1.0;36;431490;-30.04;-51.18;2062;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;5881218;;3;1;CLINICA ODONTOLOGICA ROSA E RIVALDO LTDA;ANTONIO F ROSA E ELKEN G RIVALDO CLINICA ODONTOLOGICA;RUA DOS ANDRADAS;1137;2017;CENTRO;90027900;4;1.0;36;431490;-30.03;-51.23;2240;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
